Exame,Teste,Treino,InstanciaExame,ImageCheckSum,ImagePathName,ImageShapeR,ImageShapeC,ImageShapeChannels,ObjectsCategory,ObjectsBoundingBoxMinimumR,ObjectsBoundingBoxMinimumC,ObjectsBoundingBoxMaximumR,ObjectsBoundingBoxMaximumC
324,False,True,52,7b14a66d81dd6503479b696babe50da1,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,1200,1600,3,0,163,707,282,815
324,False,True,51,7b14a66d81dd6503479b696babe50da1,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,1200,1600,3,0,583,992,707,1107
324,False,True,50,7b14a66d81dd6503479b696babe50da1,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,1200,1600,3,0,1072,121,1187,230
324,False,True,49,7b14a66d81dd6503479b696babe50da1,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,1200,1600,3,0,666,1303,768,1410
324,False,True,48,7b14a66d81dd6503479b696babe50da1,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,1200,1600,3,0,581,1077,696,1186
324,False,True,47,7b14a66d81dd6503479b696babe50da1,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,1200,1600,3,0,342,566,450,672
324,False,True,46,7b14a66d81dd6503479b696babe50da1,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,1200,1600,3,0,588,353,711,473
325,False,True,65,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,1,854,321,993,424
325,False,True,67,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,1,834,1343,986,1463
325,False,True,70,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,1,321,1147,438,1260
325,False,True,66,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,1,1029,738,1146,871
325,False,True,53,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,1,1005,1316,1127,1465
325,False,True,71,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,1,511,1410,631,1521
325,False,True,18,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,1,407,298,547,421
325,False,True,69,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,0,458,43,550,135
325,False,True,63,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,0,265,195,370,312
325,False,True,64,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,0,892,391,992,488
325,False,True,68,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,0,704,205,823,317
325,False,True,62,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,0,374,38,462,133
325,False,True,61,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,0,543,17,666,153
325,False,True,59,65ddc716104062077b5b6f84cc868309,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1200,1600,3,0,81,143,205,264
326,False,True,57,91347be145f02c33db8800b18b524311,/images/0ceb4539-5c4c-487d-9826-452a88b5d537.png,1200,1600,3,1,612,1128,725,1250
326,False,True,42,91347be145f02c33db8800b18b524311,/images/0ceb4539-5c4c-487d-9826-452a88b5d537.png,1200,1600,3,0,332,555,422,662
327,False,True,1,2a740d8f0aa1ebb265b0f14fe18b0c53,/images/fc8df086-39e0-43f8-b0c7-2d23a349539b.png,1200,1600,3,1,368,940,525,1090
327,False,True,23,2a740d8f0aa1ebb265b0f14fe18b0c53,/images/fc8df086-39e0-43f8-b0c7-2d23a349539b.png,1200,1600,3,0,1005,741,1159,846
329,False,True,33,01a316a291d2ed04ccd8fbbf23638292,/images/5077f87d-a19f-494c-b911-14ccb03bd230.png,1200,1600,3,1,960,1245,1106,1364
329,False,True,6,01a316a291d2ed04ccd8fbbf23638292,/images/5077f87d-a19f-494c-b911-14ccb03bd230.png,1200,1600,3,1,75,207,202,329
329,False,True,21,01a316a291d2ed04ccd8fbbf23638292,/images/5077f87d-a19f-494c-b911-14ccb03bd230.png,1200,1600,3,0,139,774,254,883
329,False,True,22,01a316a291d2ed04ccd8fbbf23638292,/images/5077f87d-a19f-494c-b911-14ccb03bd230.png,1200,1600,3,0,1070,234,1180,343
330,False,True,64,7c518ca051ba9dd1579e143a195d0bf6,/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,1200,1600,3,1,45,299,190,409
330,False,True,65,7c518ca051ba9dd1579e143a195d0bf6,/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,1200,1600,3,1,383,1050,518,1213
330,False,True,73,7c518ca051ba9dd1579e143a195d0bf6,/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,1200,1600,3,1,566,897,692,1055
330,False,True,59,7c518ca051ba9dd1579e143a195d0bf6,/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,1200,1600,3,0,4,667,120,774
330,False,True,60,7c518ca051ba9dd1579e143a195d0bf6,/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,1200,1600,3,0,646,807,764,922
330,False,True,61,7c518ca051ba9dd1579e143a195d0bf6,/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,1200,1600,3,0,1072,652,1170,754
331,False,True,54,7bbcad6d4834df1bc731576a0b9bfb38,/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,1200,1600,3,1,672,715,809,894
331,False,True,55,7bbcad6d4834df1bc731576a0b9bfb38,/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,1200,1600,3,1,167,1215,319,1313
331,False,True,48,7bbcad6d4834df1bc731576a0b9bfb38,/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,1200,1600,3,1,25,385,154,530
331,False,True,45,7bbcad6d4834df1bc731576a0b9bfb38,/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,1200,1600,3,0,400,205,496,302
331,False,True,44,7bbcad6d4834df1bc731576a0b9bfb38,/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,1200,1600,3,0,592,193,699,291
331,False,True,43,7bbcad6d4834df1bc731576a0b9bfb38,/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,1200,1600,3,0,948,1457,1046,1557
333,False,True,58,36defb05cb00b993f4a39d155bd8512b,/images/66183740-e1e5-43c9-8539-a87028bb3621.png,1200,1600,3,1,254,192,334,270
333,False,True,59,36defb05cb00b993f4a39d155bd8512b,/images/66183740-e1e5-43c9-8539-a87028bb3621.png,1200,1600,3,1,53,781,237,958
333,False,True,53,36defb05cb00b993f4a39d155bd8512b,/images/66183740-e1e5-43c9-8539-a87028bb3621.png,1200,1600,3,0,1090,1000,1195,1104
333,False,True,48,36defb05cb00b993f4a39d155bd8512b,/images/66183740-e1e5-43c9-8539-a87028bb3621.png,1200,1600,3,0,1082,890,1194,1003
334,False,True,2,81995e24a953497653139b7d1c9b860e,/images/81af1442-d835-46bf-b80b-a898dba3da1b.png,1200,1600,3,1,172,941,311,1101
334,False,True,20,81995e24a953497653139b7d1c9b860e,/images/81af1442-d835-46bf-b80b-a898dba3da1b.png,1200,1600,3,0,195,750,302,863
335,False,True,65,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,1,573,104,680,252
335,False,True,67,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,1,417,222,562,331
335,False,True,69,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,1,383,1377,509,1482
335,False,True,68,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,1,214,560,366,687
335,False,True,27,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,1,261,330,401,470
335,False,True,57,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,0,428,894,531,1012
335,False,True,63,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,0,686,201,790,298
335,False,True,62,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,0,270,468,384,574
335,False,True,61,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,0,576,1351,680,1460
335,False,True,60,2ef363707ebf9d9ad3ad9c12ab96136a,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1200,1600,3,0,1061,131,1148,217
336,False,True,50,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,1,255,945,366,1080
336,False,True,49,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,1,438,507,590,652
336,False,True,48,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,1,387,1162,533,1286
336,False,True,47,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,1,177,1444,293,1568
336,False,True,43,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,1,278,1098,381,1218
336,False,True,45,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,1,990,445,1140,612
336,False,True,38,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,1,367,898,501,1015
336,False,True,46,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,1,94,494,308,631
336,False,True,8,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,1,799,119,913,227
336,False,True,52,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,0,184,280,282,409
336,False,True,51,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,0,832,464,939,580
336,False,True,44,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,0,561,555,689,667
336,False,True,42,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,0,508,922,617,1044
336,False,True,41,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,0,1058,163,1176,280
336,False,True,40,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,0,662,125,789,244
336,False,True,53,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,0,171,222,282,336
336,False,True,54,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,0,697,13,821,139
336,False,True,63,51cdda8f0ea4115e0652566dd85bdd1f,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1200,1600,3,0,208,175,327,261
337,False,True,18,9175d1f9d08c3a53f0fbff1bd93fd1bc,/images/30ad83f1-a9b3-4a07-aea6-6c06b71e9ace.png,1200,1600,3,1,969,1180,1102,1324
337,False,True,11,9175d1f9d08c3a53f0fbff1bd93fd1bc,/images/30ad83f1-a9b3-4a07-aea6-6c06b71e9ace.png,1200,1600,3,0,448,669,571,791
338,False,True,42,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,1,927,663,1083,794
338,False,True,53,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,1,729,347,858,464
338,False,True,54,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,1,926,323,1110,439
338,False,True,59,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,1,650,1206,824,1323
338,False,True,31,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,1,99,544,216,648
338,False,True,45,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,0,891,1276,1004,1384
338,False,True,44,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,0,964,1356,1077,1480
338,False,True,43,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,0,313,718,428,833
338,False,True,41,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,0,120,943,232,1063
338,False,True,37,3a49b69a69e38aa030238eb45ed47a92,/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1200,1600,3,0,51,49,140,161
339,False,True,38,7100829fbd23d2c989c9053da7e80078,/images/393df10a-5d64-476b-88f5-14ac56d6ed60.png,1200,1600,3,1,409,716,532,817
339,False,True,36,7100829fbd23d2c989c9053da7e80078,/images/393df10a-5d64-476b-88f5-14ac56d6ed60.png,1200,1600,3,0,314,272,452,377
340,False,True,18,35a48b376e7b1448b3ffb51eeabab30e,/images/c5acd0ad-b0f2-478d-b0ad-5aa733aa7b32.png,1200,1600,3,1,609,509,737,680
340,False,True,25,35a48b376e7b1448b3ffb51eeabab30e,/images/c5acd0ad-b0f2-478d-b0ad-5aa733aa7b32.png,1200,1600,3,0,964,709,1090,822
341,False,True,17,82b7ae1e2079743b233f93c6505732f4,/images/6b8048ed-ebd7-4789-ba87-c1ba94801481.png,1200,1600,3,1,262,1042,350,1155
341,False,True,22,82b7ae1e2079743b233f93c6505732f4,/images/6b8048ed-ebd7-4789-ba87-c1ba94801481.png,1200,1600,3,1,325,944,422,1046
341,False,True,15,82b7ae1e2079743b233f93c6505732f4,/images/6b8048ed-ebd7-4789-ba87-c1ba94801481.png,1200,1600,3,0,562,1446,672,1588
341,False,True,16,82b7ae1e2079743b233f93c6505732f4,/images/6b8048ed-ebd7-4789-ba87-c1ba94801481.png,1200,1600,3,0,95,551,218,660
342,False,True,30,fdf51595ce103320c7c77805a3b3435b,/images/ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png,1200,1600,3,1,694,475,864,614
342,False,True,2,fdf51595ce103320c7c77805a3b3435b,/images/ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png,1200,1600,3,1,576,816,705,994
342,False,True,27,fdf51595ce103320c7c77805a3b3435b,/images/ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png,1200,1600,3,0,798,793,930,910
342,False,True,21,fdf51595ce103320c7c77805a3b3435b,/images/ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png,1200,1600,3,0,26,426,159,550
343,False,True,55,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,1,504,1113,652,1237
343,False,True,53,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,1,595,584,705,714
343,False,True,81,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,1,428,278,569,404
343,False,True,80,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,1,101,890,210,1038
343,False,True,16,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,1,816,333,934,465
343,False,True,43,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,1,864,1204,997,1322
343,False,True,60,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,0,86,1181,188,1298
343,False,True,61,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,0,357,484,436,577
343,False,True,62,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,0,368,907,464,1007
343,False,True,65,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,0,982,205,1091,315
343,False,True,64,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,0,467,160,577,269
343,False,True,66,c84b0f9368abc44f4e033f09ddce4cad,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1200,1600,3,0,877,879,973,986
344,False,True,44,6433a8df3b9122c67de96af05495a429,/images/3d4d7ba7-6c7c-4ddd-b282-31fb5d80edb5.png,1200,1600,3,1,840,1261,948,1377
344,False,True,45,6433a8df3b9122c67de96af05495a429,/images/3d4d7ba7-6c7c-4ddd-b282-31fb5d80edb5.png,1200,1600,3,0,341,798,453,907
345,False,True,22,3dd07c6ab4e9dd2396a32576d4b51b1e,/images/787abd97-dd37-4212-8b43-61696eb3abc0.png,1200,1600,3,1,520,227,646,373
345,False,True,14,3dd07c6ab4e9dd2396a32576d4b51b1e,/images/787abd97-dd37-4212-8b43-61696eb3abc0.png,1200,1600,3,0,766,1358,883,1499
346,False,True,29,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,1,349,96,458,306
346,False,True,30,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,1,524,1348,702,1485
346,False,True,31,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,1,762,1187,905,1307
346,False,True,32,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,1,894,638,1018,791
346,False,True,17,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,1,931,1365,1083,1493
346,False,True,28,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,0,835,1258,973,1381
346,False,True,37,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,0,111,1444,208,1542
346,False,True,33,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,0,428,1198,541,1311
346,False,True,34,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,0,314,1223,417,1328
346,False,True,35,0aa2ce4c1c94981af39599854177ce9b,/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1200,1600,3,0,165,1099,255,1191
347,False,True,44,d8a205b06f68ba10014682f299845b8b,/images/78c35732-7e31-4153-842e-55ab1cd656f6.png,1200,1600,3,1,1021,861,1129,970
347,False,True,11,d8a205b06f68ba10014682f299845b8b,/images/78c35732-7e31-4153-842e-55ab1cd656f6.png,1200,1600,3,1,381,1368,494,1482
347,False,True,47,d8a205b06f68ba10014682f299845b8b,/images/78c35732-7e31-4153-842e-55ab1cd656f6.png,1200,1600,3,0,1,950,91,1033
347,False,True,46,d8a205b06f68ba10014682f299845b8b,/images/78c35732-7e31-4153-842e-55ab1cd656f6.png,1200,1600,3,0,861,199,942,310
348,False,True,42,b3551a617ab97dd305f21efb9ae2c94c,/images/f97c7c87-5e27-45ea-9f93-3285d74091de.png,1200,1600,3,1,485,295,598,415
348,False,True,5,b3551a617ab97dd305f21efb9ae2c94c,/images/f97c7c87-5e27-45ea-9f93-3285d74091de.png,1200,1600,3,1,536,673,662,797
348,False,True,32,b3551a617ab97dd305f21efb9ae2c94c,/images/f97c7c87-5e27-45ea-9f93-3285d74091de.png,1200,1600,3,0,217,645,334,746
348,False,True,25,b3551a617ab97dd305f21efb9ae2c94c,/images/f97c7c87-5e27-45ea-9f93-3285d74091de.png,1200,1600,3,0,639,477,754,580
349,False,True,21,f780592cb864b70fc1e4df49a82ab9fb,/images/99d6a7e5-128e-4455-841d-8fbd1663905e.png,1200,1600,3,1,472,1185,601,1339
349,False,True,25,f780592cb864b70fc1e4df49a82ab9fb,/images/99d6a7e5-128e-4455-841d-8fbd1663905e.png,1200,1600,3,0,369,1084,484,1211
350,False,True,21,df833e838513f40808c397e77932b2ef,/images/dd60b6a7-c545-45b9-8250-d1633aa1ac75.png,1200,1600,3,1,369,276,504,446
350,False,True,14,df833e838513f40808c397e77932b2ef,/images/dd60b6a7-c545-45b9-8250-d1633aa1ac75.png,1200,1600,3,0,293,1,384,98
352,False,True,49,979c013f868a25bf4a4fdd755262611b,/images/406e05f0-4444-414c-bb40-f4cb08e75ac9.png,1200,1600,3,1,475,942,637,1081
352,False,True,36,979c013f868a25bf4a4fdd755262611b,/images/406e05f0-4444-414c-bb40-f4cb08e75ac9.png,1200,1600,3,0,680,1131,786,1251
353,False,True,71,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,1,990,425,1130,554
353,False,True,85,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,1,548,723,732,851
353,False,True,84,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,1,338,109,468,225
353,False,True,83,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,1,808,1264,941,1409
353,False,True,31,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,1,383,440,515,579
353,False,True,62,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,0,82,642,184,750
353,False,True,70,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,0,137,1473,226,1580
353,False,True,69,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,0,156,156,272,265
353,False,True,68,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,0,306,380,406,511
353,False,True,67,c7dd9fd0ed68fcf54b1d985b71fe8c67,/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1200,1600,3,0,473,680,598,784
356,False,True,26,bd155380fa00342a4a206a0d4cb2c237,/images/95d5e689-c1d1-4ae8-a659-cc20c62a99f0.png,1200,1600,3,1,885,297,1020,449
356,False,True,25,bd155380fa00342a4a206a0d4cb2c237,/images/95d5e689-c1d1-4ae8-a659-cc20c62a99f0.png,1200,1600,3,0,85,1255,220,1399
357,False,True,45,3aefd4e1202950d2742f3bae4666a80c,/images/be779f52-0bfa-4c01-a16f-b7f0bc92ed7c.png,1200,1600,3,1,340,1058,534,1178
357,False,True,25,3aefd4e1202950d2742f3bae4666a80c,/images/be779f52-0bfa-4c01-a16f-b7f0bc92ed7c.png,1200,1600,3,0,1072,128,1196,249
359,False,True,4,70e37629a19baf23825b70f9f38e1ede,/images/b687c30d-cf15-445c-b3f6-5aca86584708.png,1200,1600,3,1,703,1303,843,1452
359,False,True,12,70e37629a19baf23825b70f9f38e1ede,/images/b687c30d-cf15-445c-b3f6-5aca86584708.png,1200,1600,3,1,901,191,1017,315
359,False,True,23,70e37629a19baf23825b70f9f38e1ede,/images/b687c30d-cf15-445c-b3f6-5aca86584708.png,1200,1600,3,0,131,444,246,562
359,False,True,29,70e37629a19baf23825b70f9f38e1ede,/images/b687c30d-cf15-445c-b3f6-5aca86584708.png,1200,1600,3,0,345,513,449,646
361,False,True,36,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,1,306,891,535,997
361,False,True,40,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,1,786,943,972,1065
361,False,True,39,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,1,895,1439,1042,1595
361,False,True,38,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,1,718,317,873,433
361,False,True,37,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,1,682,208,811,376
361,False,True,35,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,1,102,1269,299,1387
361,False,True,34,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,1,934,286,1061,458
361,False,True,13,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,1,988,879,1129,1007
361,False,True,16,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,1,966,51,1103,180
361,False,True,44,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,0,510,95,619,188
361,False,True,65,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,0,304,931,410,1042
361,False,True,46,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,0,814,1378,959,1487
361,False,True,43,0e74f0ed945914de26d08d27c364550c,/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1200,1600,3,0,41,397,134,494
