Exame,InstanciaExame,Teste,Treino,ImageCheckSum,ImagePathName,ImageShapeR,ImageShapeC,ImageShapeChannels,ObjectsBoundingBoxMinimumR,ObjectsBoundingBoxMinimumC,ObjectsBoundingBoxMaximumR,ObjectsBoundingBoxMaximumC,ObjectsCategory
282,31,0,1,322f4f23ab5c5c02a0ff4f991a172015,/images/f91670db-be74-474c-bd72-68120aed4756.png,1200,1600,3,886,540,1017,662,ring
283,35,0,1,aa732d6140812cdb62112333a3fde5c4,/images/affa429c-0315-4c18-a002-13bb3ecab259.png,1200,1600,3,716,701,880,850,difficult
286,97,0,1,3048073aa957451325d59d7949815159,/images/20d4f65e-6c63-433a-935c-d568d577967b.png,1200,1600,3,574,300,692,418,trophozoite
287,16,0,1,4c7967b77b99ee6ef69be9908eb5264d,/images/fac4b0e2-6b52-4c0e-b762-4fa65d552856.png,1200,1600,3,894,1316,1028,1501,difficult
287,20,0,1,4c7967b77b99ee6ef69be9908eb5264d,/images/fac4b0e2-6b52-4c0e-b762-4fa65d552856.png,1200,1600,3,563,108,684,252,difficult
288,3,0,1,55094604a653a198d2098460cfb41d79,/images/2a02cec2-a09b-483a-ad38-14359a763fa4.png,1200,1600,3,217,434,345,567,trophozoite
288,13,0,1,55094604a653a198d2098460cfb41d79,/images/2a02cec2-a09b-483a-ad38-14359a763fa4.png,1200,1600,3,1007,1392,1161,1526,trophozoite
288,28,0,1,55094604a653a198d2098460cfb41d79,/images/2a02cec2-a09b-483a-ad38-14359a763fa4.png,1200,1600,3,852,849,975,1020,ring
288,29,0,1,55094604a653a198d2098460cfb41d79,/images/2a02cec2-a09b-483a-ad38-14359a763fa4.png,1200,1600,3,633,924,742,1051,trophozoite
288,36,0,1,55094604a653a198d2098460cfb41d79,/images/2a02cec2-a09b-483a-ad38-14359a763fa4.png,1200,1600,3,24,1136,135,1309,trophozoite
288,37,0,1,55094604a653a198d2098460cfb41d79,/images/2a02cec2-a09b-483a-ad38-14359a763fa4.png,1200,1600,3,130,1433,285,1589,trophozoite
288,38,0,1,55094604a653a198d2098460cfb41d79,/images/2a02cec2-a09b-483a-ad38-14359a763fa4.png,1200,1600,3,441,1457,579,1600,trophozoite
288,39,0,1,55094604a653a198d2098460cfb41d79,/images/2a02cec2-a09b-483a-ad38-14359a763fa4.png,1200,1600,3,353,627,479,823,ring
289,11,0,1,e5cad0068b43a51e96bde4a7624bc50a,/images/b78b88f0-154a-4b54-8aaf-85d37a42a0f9.png,1200,1600,3,402,932,543,1075,schizont
289,20,0,1,e5cad0068b43a51e96bde4a7624bc50a,/images/b78b88f0-154a-4b54-8aaf-85d37a42a0f9.png,1200,1600,3,532,224,678,352,trophozoite
290,39,0,1,73dd67afc8dd3dbf4134b206697ea7fd,/images/1380f9b4-bf54-4492-90c3-743c7aa8898b.png,1200,1600,3,422,959,542,1113,ring
291,68,0,1,7705f8f0cbd5690e4563ad1cfa1c2d01,/images/c442e2d6-aaf9-417a-9905-4737a1115f33.png,1200,1600,3,226,290,370,406,trophozoite
291,87,0,1,7705f8f0cbd5690e4563ad1cfa1c2d01,/images/c442e2d6-aaf9-417a-9905-4737a1115f33.png,1200,1600,3,867,360,1041,473,trophozoite
292,15,0,1,7f28c1199b3ac3b60d56068f2580cac7,/images/85a4d82e-cfb7-4983-b272-626c9e8c7583.png,1200,1600,3,286,1126,426,1252,difficult
292,23,0,1,7f28c1199b3ac3b60d56068f2580cac7,/images/85a4d82e-cfb7-4983-b272-626c9e8c7583.png,1200,1600,3,489,300,646,435,difficult
293,18,0,1,1d044c9682882af534d043132559240a,/images/98175327-da9e-4e0c-8912-ee68490a4672.png,1200,1600,3,278,1029,408,1152,ring
294,109,0,1,e626b24a0fbbe5e3cdd89a7163c0a624,/images/6303f964-98ef-47c6-bb2d-283aa393f918.png,1200,1600,3,394,475,549,621,ring
295,37,0,1,85af12056abcd7b4b45ad1a54b00d6af,/images/2f6224be-50d0-4e85-94ef-88315df561b6.png,1200,1600,3,1017,726,1156,842,trophozoite
295,39,0,1,85af12056abcd7b4b45ad1a54b00d6af,/images/2f6224be-50d0-4e85-94ef-88315df561b6.png,1200,1600,3,32,731,171,840,trophozoite
295,43,0,1,85af12056abcd7b4b45ad1a54b00d6af,/images/2f6224be-50d0-4e85-94ef-88315df561b6.png,1200,1600,3,390,858,504,972,leukocyte
295,56,0,1,85af12056abcd7b4b45ad1a54b00d6af,/images/2f6224be-50d0-4e85-94ef-88315df561b6.png,1200,1600,3,265,958,401,1081,trophozoite
295,69,0,1,85af12056abcd7b4b45ad1a54b00d6af,/images/2f6224be-50d0-4e85-94ef-88315df561b6.png,1200,1600,3,622,92,774,265,trophozoite
295,71,0,1,85af12056abcd7b4b45ad1a54b00d6af,/images/2f6224be-50d0-4e85-94ef-88315df561b6.png,1200,1600,3,204,476,337,606,trophozoite
295,74,0,1,85af12056abcd7b4b45ad1a54b00d6af,/images/2f6224be-50d0-4e85-94ef-88315df561b6.png,1200,1600,3,145,169,248,344,trophozoite
297,18,0,1,98fd3fb9beec96c297725972b969c358,/images/dca685a8-a609-45d8-93d7-da1e4165b9bd.png,1200,1600,3,290,659,456,821,trophozoite
297,21,0,1,98fd3fb9beec96c297725972b969c358,/images/dca685a8-a609-45d8-93d7-da1e4165b9bd.png,1200,1600,3,367,169,511,350,trophozoite
299,2,0,1,6a759217dc3af180400ff039fedb870f,/images/834a30bb-26bf-4e60-9ea1-3250b926892e.png,1200,1600,3,796,1312,894,1488,schizont
301,20,0,1,5f4ce85051db069ae075e690ceff23c9,/images/37e072a6-000d-4773-8d9f-d66b60ace668.png,1200,1600,3,226,1132,341,1291,schizont
302,71,0,1,a8b58a43d7e196a9de04d1486393234f,/images/0ed416f9-7c20-4829-9016-559e4009568e.png,1200,1600,3,425,1204,524,1330,ring
303,74,0,1,39c9a00a91e3e06932b7dbf630ff2a30,/images/082e1f81-4f49-44ad-b5bb-9dfc155b2ed8.png,1200,1600,3,622,1194,729,1412,trophozoite
303,75,0,1,39c9a00a91e3e06932b7dbf630ff2a30,/images/082e1f81-4f49-44ad-b5bb-9dfc155b2ed8.png,1200,1600,3,1012,853,1177,973,trophozoite
304,68,0,1,2922b6511b73927987e09217510813a4,/images/3cdcb09b-6a8c-43ca-b1d0-c1a289202f65.png,1200,1600,3,148,516,257,644,trophozoite
304,69,0,1,2922b6511b73927987e09217510813a4,/images/3cdcb09b-6a8c-43ca-b1d0-c1a289202f65.png,1200,1600,3,75,676,222,800,trophozoite
305,5,0,1,d3abec1f21d0135ba9bb268b9cdfc754,/images/2e8d6a43-0110-4bf4-8e70-20567e513b81.png,1200,1600,3,837,143,965,273,ring
305,23,0,1,d3abec1f21d0135ba9bb268b9cdfc754,/images/2e8d6a43-0110-4bf4-8e70-20567e513b81.png,1200,1600,3,222,1102,352,1219,ring
306,24,0,1,7d7bc67d8a802a6b1c83102058cc66a4,/images/f8a8b148-60e4-4a5c-ae19-941b19ec0846.png,1200,1600,3,550,1047,682,1169,ring
306,39,0,1,7d7bc67d8a802a6b1c83102058cc66a4,/images/f8a8b148-60e4-4a5c-ae19-941b19ec0846.png,1200,1600,3,916,945,1061,1065,ring
307,55,0,1,126ab7dfbde49a9a31272425fbdf499a,/images/ca16a5ad-b106-4e84-8a43-178710e854ba.png,1200,1600,3,696,1190,866,1353,trophozoite
307,56,0,1,126ab7dfbde49a9a31272425fbdf499a,/images/ca16a5ad-b106-4e84-8a43-178710e854ba.png,1200,1600,3,310,716,473,861,ring
308,37,0,1,72aaec7b18e2a5dc9786d83f9ffda84a,/images/b234b6ea-b54d-470c-8461-ba7f4a024796.png,1200,1600,3,458,1043,592,1249,schizont
308,51,0,1,72aaec7b18e2a5dc9786d83f9ffda84a,/images/b234b6ea-b54d-470c-8461-ba7f4a024796.png,1200,1600,3,844,320,984,533,difficult
308,60,0,1,72aaec7b18e2a5dc9786d83f9ffda84a,/images/b234b6ea-b54d-470c-8461-ba7f4a024796.png,1200,1600,3,652,326,744,458,difficult
309,7,0,1,18e3b765c794ca82b6ea5fbfd527000e,/images/984caf56-f400-4a29-be97-a4d6b9d1468d.png,1200,1600,3,269,541,418,692,trophozoite
310,30,0,1,31d8e658bcaf91a01ccd414c93289831,/images/87d6343b-70dd-4cdd-939f-d3ac0ca2e700.png,1200,1600,3,539,1010,646,1160,difficult
311,29,0,1,7ca204c29fbf82655c7db165e274c2a6,/images/313ed8d9-3c00-4415-9de0-0eda07c60ad9.png,1200,1600,3,752,1047,911,1201,difficult
314,31,0,1,feb98944d9281343f69986464118a69b,/images/cc94eabb-a3dc-4cfc-9fff-55c76b5b4a71.png,1200,1600,3,1049,772,1184,912,trophozoite
314,44,0,1,feb98944d9281343f69986464118a69b,/images/cc94eabb-a3dc-4cfc-9fff-55c76b5b4a71.png,1200,1600,3,381,1340,501,1481,gametocyte
314,52,0,1,feb98944d9281343f69986464118a69b,/images/cc94eabb-a3dc-4cfc-9fff-55c76b5b4a71.png,1200,1600,3,10,85,143,219,difficult
314,61,0,1,feb98944d9281343f69986464118a69b,/images/cc94eabb-a3dc-4cfc-9fff-55c76b5b4a71.png,1200,1600,3,922,1283,1031,1414,trophozoite
314,62,0,1,feb98944d9281343f69986464118a69b,/images/cc94eabb-a3dc-4cfc-9fff-55c76b5b4a71.png,1200,1600,3,815,605,962,714,trophozoite
314,63,0,1,feb98944d9281343f69986464118a69b,/images/cc94eabb-a3dc-4cfc-9fff-55c76b5b4a71.png,1200,1600,3,195,622,265,736,trophozoite
316,49,0,1,65ac80ea8d0d43e027977208251c2d2b,/images/0901f9d1-be4f-4c19-8e83-dd724dded9f5.png,1200,1600,3,450,781,604,901,schizont
317,1,0,1,b2e8ae49b018442109c9a3a644336386,/images/5a043d69-f435-46d4-8691-395c1602a76a.png,1200,1600,3,854,1321,984,1465,gametocyte
318,23,0,1,3e9a0d653eefa44327fabcecaaafa58d,/images/68442532-9cd2-4b42-9d4f-ddf8c13bb38c.png,1200,1600,3,578,972,729,1096,schizont
319,97,0,1,7b16216f04ec8d1daaba74df9797f327,/images/b634137b-bc8b-4e88-b0e3-b536ad6e7e18.png,1200,1600,3,877,1124,997,1272,trophozoite
321,15,0,1,c7041cd4060e2be0e0f9e76f03279867,/images/555c6ea2-c76c-4e71-af57-855d940c2b37.png,1200,1600,3,227,626,358,768,schizont
322,25,0,1,ac7beb042313d080c7268a0cc347789f,/images/9691c57a-ccf8-47f9-a8e9-9a324974585b.png,1200,1600,3,348,258,487,427,schizont
322,26,0,1,ac7beb042313d080c7268a0cc347789f,/images/9691c57a-ccf8-47f9-a8e9-9a324974585b.png,1200,1600,3,265,728,403,853,difficult
322,27,0,1,ac7beb042313d080c7268a0cc347789f,/images/9691c57a-ccf8-47f9-a8e9-9a324974585b.png,1200,1600,3,391,972,536,1109,difficult
324,58,0,1,58695802707e3a7b1ccd3cc5ee79da15,/images/030f3421-ed3f-4bf1-8f27-4d02590bffbc.png,1200,1600,3,501,1222,619,1355,difficult
325,49,0,1,40017889d596950cd240c3f5d41da6ab,/images/a7f1bbb1-6058-4642-bd66-cfb90dce762e.png,1200,1600,3,727,845,867,985,trophozoite
326,87,0,1,dea076df691d1722f82a1058959c4040,/images/370277f8-436b-4103-8210-b4feb5ab95ea.png,1200,1600,3,866,512,997,649,trophozoite
326,104,0,1,dea076df691d1722f82a1058959c4040,/images/370277f8-436b-4103-8210-b4feb5ab95ea.png,1200,1600,3,556,917,667,1019,trophozoite
327,21,0,1,81b781bd0502105803f0b85490385134,/images/c0c3041f-78cd-46de-8e36-0a7dad0c04c4.png,1200,1600,3,441,535,582,692,schizont
328,19,0,1,714e7626b3eb65678e2322660223b3ab,/images/d47cd049-d78b-4ba3-a7d4-399be4dd1dde.png,1200,1600,3,417,433,583,572,schizont
328,24,0,1,714e7626b3eb65678e2322660223b3ab,/images/d47cd049-d78b-4ba3-a7d4-399be4dd1dde.png,1200,1600,3,199,120,364,257,difficult
328,35,0,1,714e7626b3eb65678e2322660223b3ab,/images/d47cd049-d78b-4ba3-a7d4-399be4dd1dde.png,1200,1600,3,0,590,124,688,schizont
329,10,0,1,492791cd28bc64f2b8e97ab2c244f04f,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,1200,1600,3,455,1286,593,1417,trophozoite
329,11,0,1,492791cd28bc64f2b8e97ab2c244f04f,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,1200,1600,3,124,1397,272,1522,trophozoite
329,16,0,1,492791cd28bc64f2b8e97ab2c244f04f,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,1200,1600,3,710,105,845,223,trophozoite
329,24,0,1,492791cd28bc64f2b8e97ab2c244f04f,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,1200,1600,3,975,1229,1140,1363,trophozoite
329,28,0,1,492791cd28bc64f2b8e97ab2c244f04f,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,1200,1600,3,229,1149,394,1249,trophozoite
329,29,0,1,492791cd28bc64f2b8e97ab2c244f04f,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,1200,1600,3,68,85,285,223,trophozoite
329,38,0,1,492791cd28bc64f2b8e97ab2c244f04f,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,1200,1600,3,548,100,680,231,trophozoite
330,18,0,1,e00257e47265951bd852affc79c73a49,/images/0b04ec46-5119-4cda-8c35-c4e5b6f0eed0.png,1200,1600,3,461,841,574,971,ring
331,44,0,1,e176fea7d6b8b24a15dabec9a503fff1,/images/1b369bcf-ced4-4ae2-9196-2664bd2b1738.png,1200,1600,3,613,146,775,285,difficult
332,19,0,1,937e504318b3239e84d1a448f5627543,/images/345cb914-7583-49df-96e3-3cf19c2ba8f1.png,1200,1600,3,335,538,461,657,trophozoite
333,38,0,1,3d04838b6ee8f65ad558159b2f506090,/images/7d65d296-0f7b-41cc-9073-a547e24326c8.png,1200,1600,3,981,209,1076,304,schizont
334,21,0,1,dced1864efa749f55d54260942f940a0,/images/de00f9a5-aa8b-4679-8ec6-85528a942d6f.png,1200,1600,3,141,132,280,282,schizont
335,24,0,1,d0ffae0e52db03c582a643bfee866579,/images/3061aac0-cda3-47d1-8c48-6293e9ffdf36.png,1200,1600,3,610,875,748,993,gametocyte
336,26,0,1,effb668af082846d8824c072a383126d,/images/31af9c31-7868-44a6-8eb4-82ce118af425.png,1200,1600,3,724,1226,821,1399,difficult
336,27,0,1,effb668af082846d8824c072a383126d,/images/31af9c31-7868-44a6-8eb4-82ce118af425.png,1200,1600,3,651,353,759,535,difficult
337,114,0,1,5bb31ea67977d1bef546dc3950cd4ae3,/images/eaf4b781-b3aa-41ce-8c5e-287979b4e15a.png,1200,1600,3,896,183,994,292,ring
338,28,0,1,cdf66b8b04853df75dced0e5e8a874b3,/images/c8fd1336-dd0a-4f97-abbf-be2c18b91e02.png,1200,1600,3,194,1188,295,1360,gametocyte
340,30,0,1,3a42a6c660fb99f8c90d690c1d83f217,/images/6382976c-ee87-4916-b798-4ef1373b2df0.png,1200,1600,3,903,1014,1031,1129,ring
340,41,0,1,3a42a6c660fb99f8c90d690c1d83f217,/images/6382976c-ee87-4916-b798-4ef1373b2df0.png,1200,1600,3,41,360,155,483,ring
341,27,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,57,1476,144,1550,difficult
341,28,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,340,1130,481,1271,trophozoite
341,29,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,163,805,242,927,trophozoite
341,30,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,200,1017,300,1088,trophozoite
341,31,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,354,1002,441,1113,schizont
341,32,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,478,794,562,929,gametocyte
341,33,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,596,814,688,906,difficult
341,34,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,886,747,1006,847,gametocyte
341,35,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,1058,836,1160,990,schizont
341,36,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,690,272,810,422,schizont
341,37,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,1091,356,1200,449,schizont
341,38,0,1,fee0323f92773a38962d1c3e0bd0a814,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1200,1600,3,479,1091,607,1149,trophozoite
343,21,0,1,dc874c820279f0599fbd2200ae61736e,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,1200,1600,3,255,24,394,162,gametocyte
343,62,0,1,dc874c820279f0599fbd2200ae61736e,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,1200,1600,3,358,714,468,847,trophozoite
343,72,0,1,dc874c820279f0599fbd2200ae61736e,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,1200,1600,3,882,93,988,249,trophozoite
343,73,0,1,dc874c820279f0599fbd2200ae61736e,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,1200,1600,3,1022,1,1101,107,trophozoite
343,74,0,1,dc874c820279f0599fbd2200ae61736e,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,1200,1600,3,625,1462,764,1600,trophozoite
343,75,0,1,dc874c820279f0599fbd2200ae61736e,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,1200,1600,3,351,893,449,1022,trophozoite
343,76,0,1,dc874c820279f0599fbd2200ae61736e,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,1200,1600,3,265,1054,381,1181,trophozoite
344,88,0,1,4b2f7ae59e7541bf73c10b75f117a905,/images/458cb2e9-5a7f-437c-ac5d-a56f98a3efdf.png,1200,1600,3,300,837,440,968,trophozoite
345,16,0,1,fe76293b7de5173c8ef3e2448a082482,/images/b8410821-a42b-47d0-8bcf-c2fc82e4e2d5.png,1200,1600,3,373,1033,505,1182,gametocyte
346,18,0,1,ce1a9a7b64f313b14ef5aa17542d71de,/images/c649e1cb-4029-4433-b231-d67d68f7391a.png,1200,1600,3,927,795,1064,940,gametocyte
347,24,0,1,8498c25fb9089e3da801390319646f6f,/images/9d155086-acf5-4c86-a9e1-94b587c46e87.png,1200,1600,3,442,1405,575,1528,trophozoite
347,28,0,1,8498c25fb9089e3da801390319646f6f,/images/9d155086-acf5-4c86-a9e1-94b587c46e87.png,1200,1600,3,667,439,843,584,trophozoite
347,29,0,1,8498c25fb9089e3da801390319646f6f,/images/9d155086-acf5-4c86-a9e1-94b587c46e87.png,1200,1600,3,275,887,366,1032,trophozoite
347,30,0,1,8498c25fb9089e3da801390319646f6f,/images/9d155086-acf5-4c86-a9e1-94b587c46e87.png,1200,1600,3,392,1132,501,1238,trophozoite
349,47,0,1,67f234326c951e4ae94c982345f4a058,/images/1fdf99d1-a494-4174-bcd7-efbe457ab899.png,1200,1600,3,483,710,581,851,trophozoite
349,70,0,1,67f234326c951e4ae94c982345f4a058,/images/1fdf99d1-a494-4174-bcd7-efbe457ab899.png,1200,1600,3,734,490,853,644,trophozoite
349,71,0,1,67f234326c951e4ae94c982345f4a058,/images/1fdf99d1-a494-4174-bcd7-efbe457ab899.png,1200,1600,3,605,993,717,1140,trophozoite
349,84,0,1,67f234326c951e4ae94c982345f4a058,/images/1fdf99d1-a494-4174-bcd7-efbe457ab899.png,1200,1600,3,34,24,218,192,trophozoite
350,45,0,1,5648469b3f18804b85757595f4512dfc,/images/f8b6a868-60e9-4569-ae69-638a0c39834d.png,1200,1600,3,648,613,796,732,trophozoite
350,51,0,1,5648469b3f18804b85757595f4512dfc,/images/f8b6a868-60e9-4569-ae69-638a0c39834d.png,1200,1600,3,700,416,847,561,schizont
351,61,0,1,8f44bab73f4b1271fcb4f841d28fc386,/images/3090a362-1f3d-49e9-a76e-ce76ff9c2276.png,1200,1600,3,243,473,366,584,trophozoite
351,75,0,1,8f44bab73f4b1271fcb4f841d28fc386,/images/3090a362-1f3d-49e9-a76e-ce76ff9c2276.png,1200,1600,3,235,1037,377,1168,trophozoite
353,61,0,1,acd4dafa147115692471252a6d5cc1ae,/images/3003252a-2d2e-4687-ad30-9c38d68f1394.png,1200,1600,3,738,1204,872,1333,trophozoite
353,66,0,1,acd4dafa147115692471252a6d5cc1ae,/images/3003252a-2d2e-4687-ad30-9c38d68f1394.png,1200,1600,3,810,161,967,281,trophozoite
354,106,0,1,51ccc2824b94e28de92514ae21498a6f,/images/3a8f468f-f9de-46a8-a7c8-f2be239fa207.png,1200,1600,3,196,517,343,709,trophozoite
355,21,0,1,0ef4d08190c5f598fd23ab06a9486633,/images/dd7142e4-2d86-4170-a41f-e825743e8907.png,1200,1600,3,97,1292,219,1432,leukocyte
355,41,0,1,0ef4d08190c5f598fd23ab06a9486633,/images/dd7142e4-2d86-4170-a41f-e825743e8907.png,1200,1600,3,364,124,494,267,difficult
356,43,0,1,c39caef466e3b3e82c3f5111d5333745,/images/2d0f600d-f94e-4907-b712-52fb37d9ed52.png,1200,1600,3,875,1080,1010,1230,trophozoite
356,44,0,1,c39caef466e3b3e82c3f5111d5333745,/images/2d0f600d-f94e-4907-b712-52fb37d9ed52.png,1200,1600,3,856,1298,999,1427,trophozoite
356,45,0,1,c39caef466e3b3e82c3f5111d5333745,/images/2d0f600d-f94e-4907-b712-52fb37d9ed52.png,1200,1600,3,79,770,182,950,trophozoite
356,46,0,1,c39caef466e3b3e82c3f5111d5333745,/images/2d0f600d-f94e-4907-b712-52fb37d9ed52.png,1200,1600,3,631,122,766,272,trophozoite
357,2,0,1,5ee788a8312341ef27f67a5311197613,/images/035f6c4b-0897-46ab-9c3b-5f3b0feff043.png,1200,1600,3,65,512,190,641,ring
357,3,0,1,5ee788a8312341ef27f67a5311197613,/images/035f6c4b-0897-46ab-9c3b-5f3b0feff043.png,1200,1600,3,764,1211,882,1342,ring
358,63,0,1,e67761e9c465c2604242bbbad72ca7aa,/images/1b7f47fc-26cd-4273-b848-88a7cbfd9f85.png,1200,1600,3,905,851,1022,1063,trophozoite
358,64,0,1,e67761e9c465c2604242bbbad72ca7aa,/images/1b7f47fc-26cd-4273-b848-88a7cbfd9f85.png,1200,1600,3,956,284,1106,436,trophozoite
359,1,0,1,f4bb41e9bb8b47dcba156702abe6bf97,/images/79f63258-24ce-4e69-a5cb-8529635a89a9.png,1200,1600,3,329,340,445,461,ring
359,16,0,1,f4bb41e9bb8b47dcba156702abe6bf97,/images/79f63258-24ce-4e69-a5cb-8529635a89a9.png,1200,1600,3,954,798,1076,919,ring
359,39,0,1,f4bb41e9bb8b47dcba156702abe6bf97,/images/79f63258-24ce-4e69-a5cb-8529635a89a9.png,1200,1600,3,106,1335,217,1461,ring
361,37,0,1,820d258c9596934f0bec3fa07950f219,/images/84d7545e-c3a8-4b1f-9a39-36aab78c8699.png,1200,1600,3,705,128,848,287,difficult
362,62,0,1,b5ab52d546c84fe551d1038767a771be,/images/3892b776-f49a-4368-b0fa-7e855e76ccec.png,1200,1600,3,773,501,913,633,difficult
362,65,0,1,b5ab52d546c84fe551d1038767a771be,/images/3892b776-f49a-4368-b0fa-7e855e76ccec.png,1200,1600,3,385,1401,514,1577,trophozoite
362,66,0,1,b5ab52d546c84fe551d1038767a771be,/images/3892b776-f49a-4368-b0fa-7e855e76ccec.png,1200,1600,3,925,43,1108,154,trophozoite
362,67,0,1,b5ab52d546c84fe551d1038767a771be,/images/3892b776-f49a-4368-b0fa-7e855e76ccec.png,1200,1600,3,666,367,793,501,trophozoite
362,68,0,1,b5ab52d546c84fe551d1038767a771be,/images/3892b776-f49a-4368-b0fa-7e855e76ccec.png,1200,1600,3,1058,1011,1200,1136,trophozoite
363,52,0,1,9e33bc7ee0ad72368a8cd34dc23d2df7,/images/64113b22-03b1-4ab8-89ab-b2f32154fbbd.png,1200,1600,3,242,1047,345,1169,leukocyte
363,65,0,1,9e33bc7ee0ad72368a8cd34dc23d2df7,/images/64113b22-03b1-4ab8-89ab-b2f32154fbbd.png,1200,1600,3,969,1363,1082,1502,trophozoite
363,79,0,1,9e33bc7ee0ad72368a8cd34dc23d2df7,/images/64113b22-03b1-4ab8-89ab-b2f32154fbbd.png,1200,1600,3,263,791,369,934,trophozoite
364,102,0,1,af21fe4cfe55a222a4fd7a1c0ef23e25,/images/c7c1b873-0548-4a73-9618-f60912e164df.png,1200,1600,3,802,1207,918,1315,trophozoite
366,48,0,1,f9fe0f4e210b7bb5cc9da8b0c615e738,/images/66557580-fd38-4d4b-80d8-88611ecc78c6.png,1200,1600,3,317,151,519,265,schizont
368,54,0,1,79e06fc29f1f4a7585d4de9d1d2bc0cd,/images/acdc6e12-73d9-44ba-be8c-2a56aaffef4f.png,1200,1600,3,291,1097,423,1246,schizont
368,59,0,1,79e06fc29f1f4a7585d4de9d1d2bc0cd,/images/acdc6e12-73d9-44ba-be8c-2a56aaffef4f.png,1200,1600,3,190,493,388,636,schizont
368,66,0,1,79e06fc29f1f4a7585d4de9d1d2bc0cd,/images/acdc6e12-73d9-44ba-be8c-2a56aaffef4f.png,1200,1600,3,653,1086,818,1190,difficult
369,46,0,1,b4ed0a5b194e750e84d2b392146c0877,/images/d5009906-bce1-4353-90b4-f4c79362f4cf.png,1200,1600,3,435,1203,598,1355,trophozoite
369,49,0,1,b4ed0a5b194e750e84d2b392146c0877,/images/d5009906-bce1-4353-90b4-f4c79362f4cf.png,1200,1600,3,364,141,468,278,trophozoite
369,54,0,1,b4ed0a5b194e750e84d2b392146c0877,/images/d5009906-bce1-4353-90b4-f4c79362f4cf.png,1200,1600,3,100,612,288,703,leukocyte
369,55,0,1,b4ed0a5b194e750e84d2b392146c0877,/images/d5009906-bce1-4353-90b4-f4c79362f4cf.png,1200,1600,3,768,564,909,680,trophozoite
370,26,0,1,8942f3206bfeec3b99dfd4598f41676b,/images/69569ecf-cfa1-4ddd-9342-b22c23387fdb.png,1200,1600,3,158,350,312,490,gametocyte
370,50,0,1,8942f3206bfeec3b99dfd4598f41676b,/images/69569ecf-cfa1-4ddd-9342-b22c23387fdb.png,1200,1600,3,672,1308,823,1427,difficult
372,2,0,1,a6d93a408c08cf14f612704cb028a4da,/images/9e5437c6-b0d3-473b-b7c3-8f5afeb90c7a.png,1200,1600,3,783,296,921,431,trophozoite
372,16,0,1,a6d93a408c08cf14f612704cb028a4da,/images/9e5437c6-b0d3-473b-b7c3-8f5afeb90c7a.png,1200,1600,3,224,385,379,541,schizont
373,2,0,1,4f719db3a6d96403500ed5b9c4db0cba,/images/1315c2a4-0794-4dfa-a709-e2451723d2b6.png,1200,1600,3,138,1255,267,1404,schizont
373,26,0,1,4f719db3a6d96403500ed5b9c4db0cba,/images/1315c2a4-0794-4dfa-a709-e2451723d2b6.png,1200,1600,3,78,975,231,1145,trophozoite
